full_address,street,house_number,floors,year_built,wall_material,entrance_count,coordinates,data_source,confidence_level
"2 к-ный проезд, 2",2 к-ный проезд,2,2.0,1971.0,Кирпич,,,base,medium
"2-ая вод-я, 16а",2-ая вод-я,16а,2.0,1982.0,Панель,,,base+2gis,high
"2-я первомай-я, 2",2-я первомай-я,2,2.0,1956.0,Шлакоблок,,,base,medium
"2-я первомай-я, 3",2-я первомай-я,3,2.0,1956.0,Шлакоблок,,,base,medium
"2-я первомай-я, 5",2-я первомай-я,5,2.0,1956.0,Шлакоблок,,,base,medium
"2-я первомай-я, 7",2-я первомай-я,7,2.0,1957.0,Силикатный щит,,,base,medium
"2вод-я, 24",2вод-я,24,2.0,1980.0,Панель,,,base+2gis,high
"2первомайская, 1",2первомайская,1,2.0,1956.0,Шлакоблок,,,base,medium
"3 к-ный пр, 14",3 к-ный пр,14,2.0,1962.0,Кирпич,,,base,medium
"3 к-ный пр, 4",3 к-ный пр,4,2.0,1962.0,Кирпич,,,base,medium
"314 с.див., 7",314 с.див.,7,5.0,1976.0,Кирпич,,,base,medium
"314 с.дивиз., 64",314 с.дивиз.,64,5.0,1983.0,Панель,,,base,medium
"315 с.дивиз., 107",315 с.дивиз.,107,2.0,1950.0,Кирпич,,,base,medium
"316 с.дивиз., 138",316 с.дивиз.,138,5.0,1970.0,Кирпич,,,base,medium
"317 с.дивиз., 142",317 с.дивиз.,142,5.0,1969.0,Кирпич,,,base,medium
"318 с.дивиз., 150",318 с.дивиз.,150,5.0,1986.0,Кирпич,,,base,medium
"4 к-ный пр, 16",4 к-ный пр,16,1.0,1976.0,Кирпич,,,base,medium
"4 к-ный пр, 6",4 к-ный пр,6,2.0,1962.0,Кирпич,,,base,medium
"Абая, 102",Абая,102,5.0,1980.0,Панель,12.0,,base+2gis,high
"Абая, 120а",Абая,120а,5.0,1980.0,Панель,17.0,,base+2gis,high
"Абая, 30",Абая,30,9.0,1984.0,Панель,2.0,,base+2gis,high
"Абая, 31",Абая,31,5.0,1979.0,Панель,6.0,,base+2gis,high
"Абая, 33",Абая,33,5.0,1975.0,Панель,4.0,,base+2gis,high
"Абая, 34",Абая,34,5.0,1982.0,Панель,8.0,,base+2gis,high
"Абая, 35",Абая,35,5.0,1975.0,Панель,4.0,,base+2gis,high
"Абая, 40",Абая,40,5.0,1980.0,Панель,6.0,,base+2gis,high
"Абая, 43",Абая,43,5.0,1972.0,Панель,4.0,,base+2gis,high
"Абая, 45",Абая,45,5.0,1972.0,Панель,4.0,,base+2gis,high
"Абая, 47",Абая,47,5.0,1973.0,Панель,4.0,,base+2gis,high
"Абая, 49",Абая,49,5.0,1973.0,Панель,4.0,,base+2gis,high
"Абая, 51",Абая,51,5.0,1973.0,Панель,4.0,,base+2gis,high
"Абая, 53",Абая,53,5.0,1981.0,Панель,5.0,,base+2gis,high
"Абая, 57",Абая,57,5.0,1975.0,Кирпич,6.0,,base+2gis,high
"Абая, 59",Абая,59,9.0,1987.0,Панель,6.0,,base+2gis,high
"Абая, 61",Абая,61,5.0,1975.0,Панель,6.0,,base+2gis,high
"Абая, 62",Абая,62,5.0,1977.0,Панель,4.0,,base+2gis,high
"Абая, 63",Абая,63,5.0,1979.0,Панель,6.0,,base+2gis,high
"Абая, 65",Абая,65,5.0,1988.0,Кирпич,7.0,,base+2gis,high
"Абая, 66",Абая,66,5.0,1974.0,Панель,4.0,,base+2gis,high
"Абая, 67",Абая,67,5.0,1978.0,Панель,6.0,,base+2gis,high
"Абая, 68",Абая,68,5.0,1974.0,Панель,4.0,,base+2gis,high
"Абая, 69",Абая,69,4.0,1965.0,Панель,4.0,,base+2gis,high
"Абая, 70",Абая,70,5.0,1975.0,Панель,4.0,,base+2gis,high
"Абая, 71",Абая,71,6.0,1993.0,Кирпич,6.0,,base+2gis,high
"Абая, 81",Абая,81,9.0,1988.0,Панель,6.0,,base+2gis,high
"Абая, 82",Абая,82,5.0,1980.0,Кирпич,6.0,,base+2gis+internet_search,high
"Абая, 84",Абая,84,5.0,1974.0,Панель,6.0,,base+2gis,high
"Абая, 86",Абая,86,5.0,1973.0,Кирпич,4.0,,base+2gis,high
"Абая, 88",Абая,88,5.0,1971.0,Панель,6.0,,base+2gis,high
"Абая, 90",Абая,90,5.0,1975.0,Панель,6.0,,base+2gis,high
"Абая, 94",Абая,94,5.0,1976.0,Панель,8.0,,base+2gis,high
"Абая, 96",Абая,96,5.0,1975.0,Панель,6.0,,base+2gis,high
"Абая, 98",Абая,98,5.0,1978.0,Панель,8.0,,base+2gis,high
"Айыртауская, 1",Айыртауская,1,5.0,1971.0,Кирпич,3.0,,base+2gis,high
"Айыртауская, 10",Айыртауская,10,9.0,2007.0,Кирпич,2.0,,base+2gis+internet_search,high
"Айыртауская, 13",Айыртауская,13,5.0,1967.0,Кирпич,2.0,,base+2gis,high
"Айыртауская, 17",Айыртауская,17,9.0,2014.0,Кирпич,2.0,,base+2gis+internet_search,high
"Айыртауская, 2",Айыртауская,2,5.0,1960.0,Кирпич,,,base+2gis+internet_search+typical_data,medium
"Айыртауская, 3",Айыртауская,3,5.0,1968.0,Панель,8.0,,base+2gis,high
"Айыртауская, 4",Айыртауская,4,2.0,1958.0,Кирпич,3.0,,base+2gis,high
"Айыртауская, 5",Айыртауская,5,1.0,1965.0,Кирпич,,,base+2gis+internet_search,high
"Айыртауская, 6",Айыртауская,6,4.0,1960.0,Кирпич,,,base+2gis+internet_search,high
"Айыртауская, 7",Айыртауская,7,4.0,1960.0,Кирпич,,,base+2gis+internet_search,high
"Айыртауская, 8",Айыртауская,8,4.0,1960.0,Кирпич,2.0,,base+2gis,high
"Айыртауская, 9",Айыртауская,9,2.0,1965.0,Кирпич,,,base+2gis+internet_search,high
"Алма-атинская, 11",Алма-атинская,11,5.0,1976.0,Панель,6.0,,base+2gis,high
"Алма-атинская, 13",Алма-атинская,13,9.0,1985.0,Панель,6.0,,base+2gis,high
"Алма-атинская, 28",Алма-атинская,28,5.0,1969.0,Панель,6.0,,base+2gis,high
"Алма-атинская, 36",Алма-атинская,36,2.0,1975.0,Кирпич,,,base+2gis+internet_search,high
"Алма-атинская, 38",Алма-атинская,38,5.0,1979.0,Панель,6.0,,base+2gis,high
"Алма-атинская, 39",Алма-атинская,39,5.0,1970.0,Панель,6.0,,base+2gis,high
"Алма-атинская, 50",Алма-атинская,50,4.0,1975.0,Кирпич,4.0,,base+2gis+internet_search,high
"Алма-атинская, 6",Алма-атинская,6,5.0,1980.0,Панель,6.0,,base+2gis,high
"Алма-атинская, 9",Алма-атинская,9,5.0,1978.0,Панель,6.0,,base+2gis,high
"Алтынсарина, 161",Алтынсарина,161,5.0,1966.0,Панель,3.0,,base+2gis,high
"Алтынсарина, 165",Алтынсарина,165,5.0,1984.0,Панель,4.0,,base+2gis,high
"Алтынсарина, 172",Алтынсарина,172,4.0,1966.0,Кирпич,3.0,,base+2gis,high
"Алтынсарина, 188",Алтынсарина,188,5.0,1977.0,Панель,4.0,,base+2gis,high
"Алтынсарина, 194",Алтынсарина,194,5.0,1978.0,Панель,8.0,,base+2gis,high
"Алтынсарина, 200",Алтынсарина,200,5.0,1985.0,Панель,5.0,,base+2gis,high
"Алтынсарина, 201",Алтынсарина,201,2.0,1918.0,Кирпич,2.0,,base+2gis,high
"Алтынсарина, 213",Алтынсарина,213,2.0,1918.0,Кирпич,,,base+2gis,high
"Алтынсарина, 215",Алтынсарина,215,1.0,1918.0,Кирпич,,,base+2gis,high
"Алтынсарина, 216",Алтынсарина,216,6.0,1992.0,Кирпич,6.0,,base+2gis,high
"Алтынсарина, 217",Алтынсарина,217,1.0,1918.0,Дерево,,,base+2gis,high
"Алтынсарина, 221",Алтынсарина,221,5.0,1918.0,Силикатный щит,1.0,,base+2gis,high
"Алтынсарина, 231",Алтынсарина,231,5.0,1978.0,Панель,6.0,,base+2gis,high
"Алтынсарина, 240",Алтынсарина,240,5.0,1988.0,Панель,6.0,,base+2gis,high
"Алтынсарина, 262",Алтынсарина,262,6.0,1992.0,Кирпич,4.0,,base+2gis,high
"Алтынсарина, 264",Алтынсарина,264,6.0,1991.0,Кирпич,2.0,,base+2gis,high
"Алтынсарина, 266",Алтынсарина,266,5.0,1986.0,Панель,6.0,,base+2gis,high
"Алтынсарина, 339",Алтынсарина,339,5.0,1984.0,Кирпич,6.0,,base+2gis,high
"Алтынсарина, 4",Алтынсарина,4,3.0,1987.0,Кирпич,2.0,,base+2gis,high
"Амангельды, 141",Амангельды,141,4.0,1964.0,Кирпич,2.0,,base+2gis,high
"Амангельды, 143",Амангельды,143,4.0,1963.0,Кирпич,2.0,,base+2gis,high
"Амангельды, 149",Амангельды,149,1.0,1963.0,Кирпич,,,base+2gis,high
"Амангельды, 151",Амангельды,151,1.0,1963.0,Кирпич,,,base+2gis,high
"Амангельды, 153",Амангельды,153,1.0,1963.0,Кирпич,,,base+2gis,high
"Амангельды, 159",Амангельды,159,5.0,1970.0,Кирпич,2.0,,base+2gis,high
"Амангельды, 160",Амангельды,160,5.0,1985.0,Кирпич,4.0,,base+2gis,high
"Амангельды, 167",Амангельды,167,5.0,1977.0,Панель,4.0,,base+2gis,high
"Амангельды, 169",Амангельды,169,5.0,1977.0,Панель,4.0,,base+2gis,high
"Амангельды, 172",Амангельды,172,4.0,1965.0,Кирпич,2.0,,base+2gis,high
"Амангельды, 1а",Амангельды,1а,4.0,1989.0,Кирпич,2.0,,base+2gis,high
"Ауэзова, 147",Ауэзова,147,5.0,1984.0,Кирпич,7.0,,base+2gis,high
"Ауэзова, 150",Ауэзова,150,5.0,1972.0,Кирпич,6.0,,base+2gis,high
"Ауэзова, 152",Ауэзова,152,5.0,1975.0,Кирпич,6.0,,base+2gis,high
"Ауэзова, 153",Ауэзова,153,5.0,1967.0,Панель,4.0,,base+2gis,high
"Ауэзова, 160",Ауэзова,160,4.0,1961.0,Кирпич,2.0,,base+2gis,high
"Ауэзова, 161",Ауэзова,161,5.0,1978.0,Панель,6.0,,base+2gis,high
"Ауэзова, 162",Ауэзова,162,5.0,1961.0,Кирпич,2.0,,base+2gis,high
"Ауэзова, 167",Ауэзова,167,5.0,1972.0,Кирпич,4.0,,base+2gis,high
"Ауэзова, 168",Ауэзова,168,5.0,1965.0,Кирпич,4.0,,base+2gis,high
"Ауэзова, 173",Ауэзова,173,4.0,1961.0,Кирпич,4.0,,base+2gis,high
"Ауэзова, 174",Ауэзова,174,5.0,1976.0,Кирпич,6.0,,base+2gis,high
"Ауэзова, 180",Ауэзова,180,5.0,1970.0,Панель,8.0,,base+2gis,high
"Ауэзова, 182",Ауэзова,182,5.0,1970.0,Панель,8.0,,base+2gis,high
"Ауэзова, 184",Ауэзова,184,5.0,1987.0,Панель,6.0,,base+2gis,high
"Ауэзова, 187",Ауэзова,187,1.0,,Панель,,,base+2gis,medium
"Ауэзова, 200",Ауэзова,200,5.0,1967.0,Панель,2.0,,base+2gis,high
"Ауэзова, 30",Ауэзова,30,2.0,1980.0,Панель,3.0,,base+2gis+internet_search,high
"Ауэзова, 53",Ауэзова,53,6.0,1989.0,Панель,4.0,,base+2gis,high
"Ахременко, 2",Ахременко,2,5.0,1979.0,Кирпич,2.0,,base+2gis,high
"Ахременко, 3",Ахременко,3,5.0,1969.0,Кирпич,4.0,,base+2gis,high
"Ахременко, 4",Ахременко,4,5.0,1965.0,Кирпич,6.0,,base+2gis,high
"Б.петрова, 13",Б.петрова,13,2.0,1976.0,Дерево-кирпич,3.0,,base+2gis,high
"Б.петрова, 15",Б.петрова,15,2.0,1975.0,Кирпич,3.0,,base+2gis,high
"Б.петрова, 17",Б.петрова,17,2.0,1977.0,Дерево-блок,2.0,,base+2gis,high
"Б.петрова, 19",Б.петрова,19,2.0,1978.0,Кирпич,2.0,,base+2gis,high
"Базарбаева, 2",Базарбаева,2,2.0,1956.0,Кирпич,1.0,,base+2gis,high
"Базарбаева, 2б",Базарбаева,2б,5.0,1973.0,Панель,4.0,,base+2gis,high
"Березовая, 1",Березовая,1,2.0,1971.0,Кирпич,2.0,,base+2gis,high
"Березовая, 1б",Березовая,1б,4.0,,Кирпич,2.0,,base+2gis,medium
"Березовая, 2",Березовая,2,2.0,1971.0,Кирпич,2.0,,base+2gis,high
"Березовая, 3",Березовая,3,2.0,1971.0,Кирпич,2.0,,base+2gis,high
"Бостандыкская, 1",Бостандыкская,1,5.0,1963.0,Кирпич,3.0,,base+2gis,high
"Бостандыкская, 11",Бостандыкская,11,5.0,1963.0,Панель,4.0,,base+2gis,high
"Бостандыкская, 13",Бостандыкская,13,5.0,1963.0,Панель,4.0,,base+2gis,high
"Бостандыкская, 17",Бостандыкская,17,5.0,1970.0,Панель,6.0,,base+2gis,high
"Бостандыкская, 22",Бостандыкская,22,5.0,1983.0,Панель,6.0,,base+2gis,high
"Бостандыкская, 23",Бостандыкская,23,5.0,1973.0,Панель,6.0,,base+2gis,high
"Бостандыкская, 27",Бостандыкская,27,5.0,1982.0,Панель,8.0,,base+2gis,high
"Бостандыкская, 3",Бостандыкская,3,4.0,1964.0,Кирпич,4.0,,base+2gis,high
"Бостандыкская, 41",Бостандыкская,41,5.0,1982.0,Кирпич-блок,6.0,,base+2gis,high
"Бостандыкская, 54",Бостандыкская,54,5.0,1971.0,Кирпич,4.0,,base+2gis,high
"Бостандыкская, 56",Бостандыкская,56,5.0,1977.0,Панель,6.0,,base+2gis,high
"Бостандыкская, 78",Бостандыкская,78,5.0,1976.0,Панель,8.0,,base+2gis,high
"Бостандыкская, 86",Бостандыкская,86,5.0,1979.0,Панель,6.0,,base+2gis,high
"Брусиловского, 12",Брусиловского,12,5.0,1964.0,Панель,3.0,,base+2gis,high
"Брусиловского, 15",Брусиловского,15,5.0,1973.0,Панель,4.0,,base+2gis,high
"Брусиловского, 1а",Брусиловского,1а,2.0,1975.0,Панель,,,base+2gis+internet_search,high
"Брусиловского, 2",Брусиловского,2,5.0,1975.0,Кирпич,2.0,,base+2gis,high
"Брусиловского, 34",Брусиловского,34,5.0,1980.0,Панель,5.0,,base+2gis,high
"Брусиловского, 5",Брусиловского,5,5.0,1973.0,Панель,4.0,,base+2gis,high
"Брусиловского, 58",Брусиловского,58,5.0,1983.0,Кирпич,4.0,,base+2gis,high
"Брусиловского, 61",Брусиловского,61,5.0,1972.0,Панель,6.0,,base+2gis,high
"Брусиловского, 63",Брусиловского,63,5.0,1974.0,Панель,6.0,,base+2gis,high
"Брусиловского, 65",Брусиловского,65,5.0,1976.0,Панель-кирпич,6.0,,base+2gis,high
"Брусиловского, 70",Брусиловского,70,5.0,1983.0,Кирпич,3.0,,base+2gis,high
"Брусиловского, 74",Брусиловского,74,5.0,1980.0,Кирпич,4.0,,base+2gis,high
"Букетова, 10",Букетова,10,5.0,1970.0,Кирпич,2.0,,base+2gis,high
"Букетова, 14",Букетова,14,5.0,1964.0,Панель,4.0,,base+2gis,high
"Букетова, 18",Букетова,18,5.0,1964.0,Панель,4.0,,base+2gis,high
"Букетова, 2",Букетова,2,4.0,1960.0,Кирпич,4.0,,base+2gis,high
"Букетова, 20",Букетова,20,5.0,1985.0,Кирпич,4.0,,base+2gis,high
"Букетова, 27",Букетова,27,3.0,1963.0,Кирпич,,,base+2gis,high
"Букетова, 29",Букетова,29,2.0,1963.0,Кирпич,,,base+2gis,high
"Букетова, 3",Букетова,3,5.0,1970.0,Панель,6.0,,base+2gis,high
"Букетова, 30",Букетова,30,5.0,1972.0,Кирпич,4.0,,base+2gis,high
"Букетова, 31",Букетова,31,1.0,1963.0,Кирпич,,,base+2gis,high
"Букетова, 32",Букетова,32,5.0,1975.0,Кирпич,2.0,,base+2gis,high
"Букетова, 35",Букетова,35,1.0,1963.0,Кирпич,,,base+2gis,high
"Букетова, 38",Букетова,38,5.0,1966.0,Кирпич,4.0,,base+2gis,high
"Букетова, 42",Букетова,42,4.0,1962.0,Кирпич,4.0,,base+2gis,high
"Букетова, 44",Букетова,44,5.0,1963.0,Кирпич,4.0,,base+2gis,high
"Букетова, 46",Букетова,46,4.0,1951.0,Кирпич,4.0,,base+2gis,high
"Букетова, 48",Букетова,48,5.0,1970.0,Кирпич,4.0,,base+2gis,high
"Букетова, 49",Букетова,49,5.0,1969.0,Кирпич,4.0,,base+2gis,high
"Букетова, 5",Букетова,5,5.0,1976.0,Панель,6.0,,base+2gis,high
"Букетова, 51",Букетова,51,5.0,1969.0,Панель,8.0,,base+2gis,high
"Букетова, 53",Букетова,53,5.0,1975.0,Панель,6.0,,base+2gis,high
"Букетова, 54",Букетова,54,5.0,1977.0,Кирпич,6.0,,base+2gis,high
"Букетова, 57",Букетова,57,5.0,1977.0,Панель,4.0,,base+2gis,high
"Букетова, 58",Букетова,58,5.0,1980.0,Кирпич,6.0,,base+2gis,high
"Букетова, 59",Букетова,59,5.0,1977.0,Панель,4.0,,base+2gis,high
"Букетова, 61",Букетова,61,5.0,1978.0,Панель,6.0,,base+2gis,high
"Букетова, 65",Букетова,65,5.0,1977.0,Панель,11.0,,base+2gis,high
"Букетова, 77",Букетова,77,5.0,1978.0,Панель,6.0,,base+2gis,high
"Букетова, 79",Букетова,79,5.0,1977.0,Панель,6.0,,base+2gis,high
"Букетова, 9",Букетова,9,5.0,1980.0,Панель,5.0,,base+2gis,high
"Васильева, 11",Васильева,11,1.0,1988.0,Кирпич,,,base+2gis,high
"Васильева, 17",Васильева,17,1.0,1975.0,Кирпич,,,base+2gis,high
"Васильева, 34",Васильева,34,1.0,1961.0,Кирпич,,,base+2gis,high
"Васильева, 36",Васильева,36,1.0,1962.0,Кирпич,,,base+2gis,high
"Васильева, 40",Васильева,40,5.0,1980.0,Кирпич,,,base+2gis,high
"Васильева, 63",Васильева,63,3.0,1974.0,Кирпич,2.0,,base+2gis,high
"Васильева, 7",Васильева,7,1.0,1977.0,Кирпич,,,base+2gis,high
"Васильева, 9",Васильева,9,1.0,1981.0,Кирпич,4.0,,base+2gis,high
"Вильямса, 30",Вильямса,30,2.0,1986.0,Кирпич,2.0,,base+2gis,high
"Вод-я, 53",Вод-я,53,1.0,1976.0,Панель,,,base+2gis,high
"Водост-я, 110",Водост-я,110,2.0,1968.0,Кирпич,,,base+2gis,high
"Водост-я, 112",Водост-я,112,2.0,1968.0,Кирпич,,,base+2gis,high
"Водост-я, 116",Водост-я,116,2.0,1967.0,Силикатный щит,,,base+2gis,high
"Водост-я, 118",Водост-я,118,2.0,1967.0,Силикатный щит,,,base+2gis,high
"Водост-я, 120",Водост-я,120,2.0,1968.0,Силикатный щит,,,base+2gis,high
"Водост-я, 122",Водост-я,122,2.0,1969.0,Кирпич,,,base+2gis,high
"Водост-я, 124",Водост-я,124,2.0,1972.0,Кирпич,,,base+2gis,high
"Водост-я, 126",Водост-я,126,2.0,1972.0,Кирпич,,,base+2gis,high
"Водост-я, 128",Водост-я,128,2.0,1972.0,Кирпич,,,base+2gis,high
"Водост-я, 130",Водост-я,130,2.0,1973.0,Кирпич,,,base+2gis,high
"Водост-я, 130а",Водост-я,130а,2.0,1985.0,Кирпич,,,base+2gis,high
"Водост-я, 136",Водост-я,136,2.0,1980.0,Кирпич,,,base+2gis,high
"Водост-я, 55",Водост-я,55,1.0,1976.0,Кирпич,,,base+2gis,high
"Волод-о, 3",Волод-о,3,5.0,1986.0,Кирпич,1.0,,base+2gis,high
"Волод-о, 75",Волод-о,75,5.0,1979.0,Панель,6.0,,base+2gis,high
"Волод-о, 77",Волод-о,77,5.0,1983.0,Панель,,,base,medium
"Волод-о, 94",Волод-о,94,5.0,1977.0,Панель,,,base,medium
"Воровского, 73",Воровского,73,6.0,1994.0,Кирпич,,,base,medium
"Воровского, 79",Воровского,79,5.0,1993.0,Кирпич,,,base,medium
"Гагарина, 2",Гагарина,2,3.0,1992.0,Кирпич,,,base,medium
"Гагарина, 23",Гагарина,23,9.0,1997.0,Кирпич,,,base+internet_search,medium
"Гагарина, 25",Гагарина,25,9.0,1991.0,Кирпич,,,base+internet_search,medium
"Гагарина, 4",Гагарина,4,3.0,1985.0,Кирпич,,,base,medium
"Гагарина, 5",Гагарина,5,4.0,1985.0,Панель,,,base,medium
"Гагарина, 7",Гагарина,7,4.0,1985.0,Панель,,,base,medium
"Гагарина, 9",Гагарина,9,4.0,1990.0,Панель-кирпич,,,base,medium
"Гоголя, 13",Гоголя,13,5.0,1974.0,Кирпич,,,base,medium
"Гоголя, 14",Гоголя,14,5.0,1974.0,СВП,,,base,medium
"Гоголя, 19",Гоголя,19,5.0,1975.0,СВП,,,base,medium
"Гоголя, 20",Гоголя,20,5.0,1981.0,Панель,,,base,medium
"Гоголя, 25",Гоголя,25,5.0,1978.0,Панель,,,base,medium
"Гоголя, 31",Гоголя,31,5.0,1989.0,Кирпич,,,base,medium
"Гоголя, 36",Гоголя,36,5.0,1981.0,Панель,,,base,medium
"Гоголя, 9",Гоголя,9,5.0,1976.0,Кирпич,,,base,medium
"Горького, 166",Горького,166,5.0,1974.0,Панель,,,base,medium
"Горького, 172",Горького,172,5.0,1964.0,Кирпич,,,base,medium
"Горького, 173",Горького,173,6.0,1987.0,Панель,,,base,medium
"Горького, 175",Горького,175,6.0,1987.0,Панель,,,base,medium
"Горького, 179",Горького,179,5.0,1983.0,Панель,,,base,medium
"Джамбула(старое), 1",Джамбула(старое),1,2.0,,,,,base,low
"Дусух-ва, 11",Дусух-ва,11,3.0,1995.0,Кирпич,,,base,medium
"Дусух-ва, 13",Дусух-ва,13,3.0,1995.0,Кирпич,,,base,medium
"Дусух-ва, 17",Дусух-ва,17,4.0,1994.0,Кирпич,,,base,medium
"Дусух-ва, 2",Дусух-ва,2,3.0,1995.0,Кирпич,,,base,medium
"Дусух-ва, 8",Дусух-ва,8,4.0,1995.0,Панель,,,base,medium
"Жамбыла, 10",Жамбыла,10,2.0,1975.0,Дерево,,,base,medium
"Жамбыла, 12",Жамбыла,12,2.0,1973.0,Кирпич-блок,,,base,medium
"Жамбыла, 121",Жамбыла,121,9.0,1986.0,Панель,,,base,medium
"Жамбыла, 123",Жамбыла,123,9.0,,Панель,,,base,low
"Жамбыла, 133",Жамбыла,133,5.0,1978.0,Кирпич,,,base,medium
"Жамбыла, 135",Жамбыла,135,4.0,1962.0,Кирпич,,,base,medium
"Жамбыла, 137",Жамбыла,137,4.0,1962.0,Кирпич,,,base,medium
"Жамбыла, 139",Жамбыла,139,3.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 14",Жамбыла,14,2.0,1972.0,Шлакоблок,,,base,medium
"Жамбыла, 141",Жамбыла,141,5.0,,Кирпич,,,base,low
"Жамбыла, 143",Жамбыла,143,5.0,1971.0,Кирпич,,,base,medium
"Жамбыла, 147",Жамбыла,147,5.0,1971.0,Кирпич,,,base,medium
"Жамбыла, 149",Жамбыла,149,4.0,1962.0,Кирпич,,,base,medium
"Жамбыла, 150",Жамбыла,150,10.0,,Панель,,,base,low
"Жамбыла, 151",Жамбыла,151,5.0,1970.0,Кирпич,,,base,medium
"Жамбыла, 152",Жамбыла,152,5.0,1986.0,Панель,,,base,medium
"Жамбыла, 153",Жамбыла,153,5.0,1971.0,Кирпич,,,base,medium
"Жамбыла, 154",Жамбыла,154,9.0,1986.0,Панель,,,base,medium
"Жамбыла, 156",Жамбыла,156,9.0,1989.0,Панель,,,base,medium
"Жамбыла, 158",Жамбыла,158,5.0,1986.0,Панель,,,base,medium
"Жамбыла, 159",Жамбыла,159,4.0,1962.0,Кирпич,,,base,medium
"Жамбыла, 16",Жамбыла,16,2.0,1971.0,Кирпич,,,base,medium
"Жамбыла, 160",Жамбыла,160,9.0,1986.0,Панель,,,base,medium
"Жамбыла, 163",Жамбыла,163,4.0,1958.0,Кирпич,,,base,medium
"Жамбыла, 167",Жамбыла,167,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 169",Жамбыла,169,5.0,1976.0,Панель,,,base,medium
"Жамбыла, 173",Жамбыла,173,5.0,1968.0,Панель,,,base,medium
"Жамбыла, 176",Жамбыла,176,2.0,,Кирпич,,,base,low
"Жамбыла, 177",Жамбыла,177,5.0,1972.0,Панель,,,base,medium
"Жамбыла, 18",Жамбыла,18,2.0,1957.0,Кирпич,,,base,medium
"Жамбыла, 188",Жамбыла,188,5.0,,Кирпич,,,base,low
"Жамбыла, 20",Жамбыла,20,2.0,1957.0,Кирпич,,,base,medium
"Жамбыла, 22",Жамбыла,22,2.0,1969.0,Кирпич,,,base,medium
"Жамбыла, 228",Жамбыла,228,9.0,1972.0,Кирпич,,,base,medium
"Жамбыла, 230",Жамбыла,230,9.0,1974.0,Кирпич,,,base,medium
"Жамбыла, 234",Жамбыла,234,2.0,1965.0,Кирпич,,,base,medium
"Жамбыла, 254",Жамбыла,254,1.0,1963.0,Кирпич,,,base,medium
"Жамбыла, 258",Жамбыла,258,5.0,,Кирпич,,,base,low
"Жамбыла, 262",Жамбыла,262,5.0,1967.0,Кирпич,,,base,medium
"Жамбыла, 270",Жамбыла,270,5.0,,Панель,,,base,low
"Жамбыла, 272",Жамбыла,272,5.0,,Кирпич,,,base,low
"Жамбыла, 274",Жамбыла,274,5.0,1980.0,Панель,,,base+internet_search,medium
"Жамбыла, 276",Жамбыла,276,4.0,,Кирпич,,,base,low
"Жамбыла, 292",Жамбыла,292,5.0,1980.0,Панель,,,base+internet_search,medium
"Жамбыла, 294",Жамбыла,294,5.0,,Панель,,,base,low
"Жамбыла, 296",Жамбыла,296,5.0,,Панель,,,base,low
"Жамбыла, 4",Жамбыла,4,2.0,1958.0,Кирпич,,,base,medium
"Жамбыла, 59",Жамбыла,59,2.0,1959.0,Кирпич,,,base,medium
"Жамбыла, 61",Жамбыла,61,2.0,1952.0,Шлакоблок,,,base,medium
"Жамбыла, 63",Жамбыла,63,2.0,1955.0,Шлакоблок,,,base,medium
"Жамбыла, 65",Жамбыла,65,2.0,1957.0,Кирпич,,,base,medium
"Жамбыла, 76",Жамбыла,76,4.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 8",Жамбыла,8,3.0,1959.0,Кирпич,,,base,medium
"Жамбыла, 80",Жамбыла,80,2.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 82",Жамбыла,82,2.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 84",Жамбыла,84,2.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 86",Жамбыла,86,4.0,1961.0,Кирпич,,,base,medium
"Жамбыла, 88",Жамбыла,88,5.0,1963.0,Панель,,,base,medium
"Жамбыла, 90",Жамбыла,90,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 92",Жамбыла,92,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 94",Жамбыла,94,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 96",Жамбыла,96,5.0,1966.0,Панель,,,base,medium
"Жамбыла, 98",Жамбыла,98,5.0,1965.0,Панель,,,base,medium
Жамбыла,Жамбыла,,,,,,,base,low
"Жукова, 1",Жукова,1,6.0,1990.0,Кирпич,,,base,medium
"Жукова, 11",Жукова,11,5.0,1991.0,Панель,,,base,medium
"Жукова, 13",Жукова,13,10.0,1993.0,Панель,,,base,medium
"Жукова, 21",Жукова,21,9.0,1994.0,Панель,,,base,medium
"Жукова, 21а",Жукова,21а,10.0,1994.0,Панель,,,base,medium
"Жукова, 21б",Жукова,21б,10.0,1994.0,Панель,,,base,medium
"Жукова, 23",Жукова,23,10.0,1994.0,Панель,,,base,medium
"Жукова, 3",Жукова,3,6.0,1990.0,Кирпич,,,base,medium
"Жукова, 4",Жукова,4,10.0,1994.0,Панель,,,base+internet_search,medium
"Жукова, 5",Жукова,5,6.0,1993.0,Кирпич,,,base,medium
"Жукова, 5а",Жукова,5а,5.0,1993.0,Панель,,,base,medium
"Жукова, 7",Жукова,7,10.0,1991.0,Панель,,,base,medium
